PolicyID,Period,EarnedExposure,Territory,AgeBand,VehicleClass,Violations,CreditTier,AnnualMileage,GaragingDensity,ViolationsNum,PriorLapses
200350,2023Q1,0.578,T3,40-64,SUV,Major,C,5520,0.846,3,2
200351,2023Q2,0.825,T3,65+,SUV,None,B,8348,2.105,0,0
200352,2023Q2,0.533,T3,<25,Compact,None,A,13877,1.565,0,0
200353,2024Q1,1.344,T4,65+,Compact,Minor,D,7853,4.067,1,1
200354,2023Q3,1.102,T1,25-39,Compact,None,B,11422,4.591,0,0
200355,2023Q4,0.666,T5,40-64,Pickup,None,C,8119,1.97,0,0
200356,2023Q3,0.617,T3,65+,Midsize,None,A,10794,3.89,0,0
200357,2023Q3,0.976,T2,25-39,Pickup,None,D,12195,3.922,0,0
200358,2023Q3,0.507,T3,<25,SUV,Minor,A,11642,4.325,1,0
200359,2023Q4,1.292,T2,40-64,Pickup,None,D,7700,2.26,0,0
200360,2023Q2,1.469,T3,40-64,SUV,None,B,9798,1.811,0,0
200361,2023Q4,0.535,T5,40-64,Midsize,Minor,A,13735,0.999,1,0
200362,2023Q2,1.086,T3,<25,Pickup,Minor,A,12676,4.635,1,0
200363,2023Q4,1.112,T1,<25,Compact,Major,A,10248,2.381,3,0
200364,2023Q3,0.51,T1,65+,Midsize,Minor,D,14740,0.315,1,0
200365,2023Q4,1.266,T4,40-64,Midsize,None,D,9250,1.323,0,0
200366,2023Q2,0.759,T5,<25,Compact,None,B,8932,3.736,0,1
200367,2023Q2,1.153,T4,40-64,SUV,Major,D,10157,4.636,3,0
200368,2023Q1,0.71,T3,40-64,Compact,None,D,9971,4.245,0,0
200369,2023Q1,0.588,T2,65+,Compact,None,C,11719,4.5,0,0
200370,2023Q3,0.751,T2,65+,Compact,None,A,13967,2.916,0,1
200371,2023Q4,1.377,T3,65+,Compact,None,A,14981,4.914,0,0
200372,2023Q3,1.26,T5,65+,Compact,None,C,8795,3.924,0,0
200373,2023Q2,0.991,T2,65+,Compact,Minor,B,8696,2.824,1,1
200374,2023Q4,0.616,T2,65+,Pickup,Minor,B,8431,2.476,1,0
200375,2023Q3,0.711,T3,65+,Pickup,Minor,A,12293,0.351,1,0
200376,2023Q3,1.462,T5,25-39,Midsize,None,B,14735,2.453,0,0
200377,2023Q2,0.641,T2,<25,Midsize,None,D,7521,0.339,0,0
200378,2023Q2,0.788,T5,40-64,SUV,Major,A,11173,1.832,3,0
200379,2023Q3,1.054,T1,40-64,Compact,None,D,10704,2.224,0,1
200380,2024Q1,0.87,T1,65+,Midsize,None,B,15489,4.513,0,1
200381,2024Q1,0.769,T3,65+,Compact,None,B,11802,2.527,0,0
200382,2023Q3,1.179,T3,25-39,Compact,None,C,8833,3.257,0,0
200383,2023Q4,0.657,T3,65+,SUV,None,D,8877,0.918,0,0
200384,2024Q1,0.972,T1,40-64,Compact,None,B,8425,1.952,0,0
200385,2023Q1,0.616,T3,40-64,Midsize,None,C,17461,3.727,0,0
200386,2023Q3,0.788,T2,65+,Pickup,Minor,D,8032,0.396,1,0
200387,2023Q1,0.86,T4,<25,Compact,None,B,11691,3.231,0,0
200388,2023Q3,1.14,T3,65+,Compact,None,C,10102,4.056,0,1
200389,2024Q1,0.958,T1,40-64,Midsize,None,A,11611,1.185,0,1
200390,2023Q4,0.785,T5,65+,Midsize,Minor,C,11318,3.943,1,0
200391,2023Q4,1.184,T3,40-64,Compact,None,D,10210,1.515,0,0
200392,2023Q1,0.973,T2,25-39,SUV,Minor,B,14037,4.511,1,3
200393,2023Q1,1.223,T2,40-64,SUV,None,D,9330,4.702,0,1
200394,2023Q3,0.886,T3,40-64,Compact,Major,D,13389,3.523,3,0
200395,2023Q1,1.226,T1,<25,SUV,Minor,C,12938,3.923,1,2
200396,2023Q1,1.069,T3,40-64,Pickup,None,A,7961,4.867,0,1
200397,2024Q1,0.747,T4,40-64,Pickup,None,B,10060,2.288,0,1
200398,2023Q4,1.044,T3,40-64,SUV,None,C,7724,0.585,0,0
200399,2023Q3,0.635,T1,25-39,Pickup,None,C,16796,1.27,0,2
200400,2024Q1,0.509,T5,<25,Midsize,None,D,11075,1.116,0,0
200401,2023Q4,1.191,T4,25-39,Compact,Minor,A,9995,4.489,1,2
200402,2023Q4,0.678,T2,<25,Midsize,Minor,D,10281,2.98,1,0
200403,2023Q2,1.092,T3,<25,Compact,Minor,D,11010,3.244,1,0
200404,2023Q2,0.966,T5,25-39,Compact,None,C,15322,1.918,0,0
200405,2023Q1,0.936,T5,25-39,Compact,None,C,5274,0.801,0,0
200406,2023Q1,0.814,T2,40-64,Compact,None,B,8099,4.064,0,0
200407,2023Q2,1.022,T4,40-64,Midsize,None,A,11955,2.83,0,0
200408,2024Q1,1.472,T5,<25,Midsize,Minor,D,14483,3.976,1,0
200409,2023Q3,1.266,T4,<25,SUV,Major,B,8905,1.441,3,1
200410,2024Q1,0.914,T4,40-64,Midsize,Minor,D,15131,2.353,1,2
200411,2023Q4,1.372,T4,25-39,Compact,None,C,15024,4.356,0,0
200412,2023Q4,1.027,T3,40-64,Pickup,None,A,13037,4.201,0,0
200413,2024Q1,1.486,T2,65+,Midsize,Minor,A,5684,2.244,1,1
200414,2023Q1,1.471,T1,40-64,Compact,None,A,16137,2.341,0,4
200415,2023Q4,0.528,T3,25-39,Pickup,None,B,13524,3.547,0,0
200416,2024Q1,0.674,T3,<25,SUV,None,D,8106,3.217,0,1
200417,2023Q2,1.338,T2,25-39,Midsize,None,A,9738,3.807,0,0
200418,2023Q3,0.864,T2,25-39,SUV,None,C,12998,4.776,0,0
200419,2024Q1,0.747,T4,<25,Compact,None,C,7615,1.082,0,2
200420,2023Q3,1.037,T1,25-39,SUV,Major,A,10685,1.532,3,0
200421,2023Q1,1.172,T4,40-64,Midsize,None,B,10875,2.577,0,0
200422,2024Q1,0.816,T1,<25,SUV,Minor,C,7850,1.917,1,1
200423,2023Q1,1.36,T5,25-39,Pickup,None,B,9299,1.257,0,1
200424,2023Q4,1.001,T5,40-64,Midsize,None,C,10760,3.619,0,0
200425,2023Q3,0.732,T1,25-39,SUV,None,D,12350,0.736,0,0
200426,2023Q3,1.175,T1,25-39,Pickup,None,B,10003,4.752,0,0
200427,2023Q4,0.97,T4,25-39,Compact,None,C,7498,4.61,0,0
200428,2024Q1,0.651,T1,25-39,Pickup,Major,B,10440,2.732,3,0
200429,2023Q2,0.573,T5,65+,SUV,None,C,13806,2.347,0,0
200430,2023Q2,1.104,T1,<25,Midsize,None,D,10298,1.316,0,0
200431,2023Q3,0.564,T2,<25,Compact,None,D,10505,3.217,0,0
200432,2024Q1,1.473,T3,40-64,SUV,None,A,14768,3.363,0,0
200433,2023Q3,0.704,T4,40-64,SUV,Minor,D,10591,3.639,1,0
200434,2023Q3,1.487,T4,40-64,SUV,None,B,10173,2.777,0,1
200435,2023Q1,0.821,T2,65+,Compact,None,A,11057,2.392,0,1
200436,2023Q2,1.427,T3,65+,Midsize,Major,D,7566,1.037,3,0
200437,2024Q1,1.136,T4,<25,Pickup,Minor,B,14812,3.813,1,0
200438,2023Q3,0.596,T5,40-64,SUV,None,D,10110,4.252,0,0
200439,2024Q1,0.756,T4,65+,SUV,Minor,D,11331,1.443,1,2
200440,2024Q1,0.892,T4,40-64,Pickup,Major,C,15291,1.784,3,0
200441,2024Q1,0.92,T4,<25,Compact,None,C,7052,3.679,0,0
200442,2023Q2,1.064,T3,65+,SUV,Minor,A,9579,4.448,1,0
200443,2023Q4,1.095,T5,25-39,SUV,None,D,8329,1.823,0,0
200444,2023Q2,0.811,T2,<25,Midsize,None,D,11261,2.21,0,0
200445,2024Q1,0.589,T2,65+,Compact,Major,A,10623,3.068,3,1
200446,2023Q2,1.191,T4,40-64,Pickup,Major,A,10835,1.597,3,0
200447,2023Q1,0.963,T3,65+,Compact,None,A,8282,3.573,0,0
200448,2023Q2,1.184,T1,25-39,Pickup,Minor,C,8978,3.891,1,0
200449,2024Q1,1.068,T3,65+,Pickup,None,B,8321,3.101,0,0
200450,2023Q2,0.506,T2,25-39,Midsize,None,A,14386,2.236,0,0
200451,2023Q1,1.302,T3,25-39,Pickup,None,B,12690,0.586,0,0
200452,2023Q1,1.268,T1,40-64,SUV,None,A,16413,3.698,0,2
200453,2023Q2,0.903,T4,25-39,Midsize,None,D,12903,0.731,0,0
200454,2024Q1,1.282,T4,<25,Midsize,None,D,8487,4.819,0,0
200455,2024Q1,0.517,T2,65+,Midsize,Minor,D,13563,2.841,1,1
200456,2023Q3,0.926,T3,65+,Compact,None,C,11670,0.964,0,0
200457,2024Q1,0.925,T1,25-39,SUV,None,D,7834,2.777,0,0
200458,2023Q4,0.696,T1,<25,Midsize,Minor,A,12500,3.441,1,0
200459,2024Q1,0.719,T3,65+,Compact,None,A,14168,1.557,0,0
200460,2023Q4,0.548,T2,65+,SUV,None,C,6998,4.083,0,0
200461,2023Q4,1.158,T4,25-39,Midsize,None,D,8367,1.419,0,0
200462,2023Q3,1.458,T5,65+,Pickup,Minor,C,11241,3.924,1,1
200463,2023Q3,1.426,T3,<25,SUV,None,D,13424,1.728,0,0
200464,2024Q1,0.7,T4,65+,SUV,None,D,11341,2.835,0,0
200465,2024Q1,1.041,T3,40-64,Midsize,None,A,10034,2.624,0,0
200466,2023Q4,1.295,T4,25-39,Midsize,Minor,D,8196,3.265,1,0
200467,2023Q3,0.831,T3,65+,SUV,None,B,12875,3.711,0,0
200468,2023Q3,0.675,T5,25-39,Midsize,Minor,B,6662,4.366,1,1
200469,2024Q1,0.521,T3,<25,Compact,None,D,8625,1.683,0,2
200470,2023Q1,1.238,T3,25-39,SUV,None,B,12030,4.394,0,0
200471,2023Q1,0.771,T4,<25,SUV,Minor,A,16731,4.66,1,1
200472,2023Q1,0.689,T4,65+,Compact,Minor,A,9274,0.768,1,0
200473,2023Q3,1.399,T2,65+,Compact,None,B,14446,0.314,0,0
200474,2023Q1,1.327,T4,25-39,Pickup,None,C,10150,4.321,0,1
200475,2023Q1,1.295,T1,65+,Midsize,Minor,C,13296,4.526,1,0
200476,2024Q1,0.556,T4,<25,Pickup,None,D,11166,4.004,0,0
200477,2024Q1,1.429,T3,65+,Compact,None,B,9890,3.934,0,0
200478,2023Q2,0.95,T3,65+,Midsize,None,A,9420,1.406,0,0
200479,2023Q1,0.755,T3,40-64,Midsize,None,C,14613,2.823,0,0
200480,2023Q4,1.232,T5,65+,Midsize,None,B,7878,3.362,0,2
200481,2023Q1,0.537,T3,25-39,SUV,Minor,D,7041,4.563,1,0
200482,2023Q1,0.648,T5,40-64,Compact,Minor,D,9956,1.538,1,1
200483,2023Q1,0.923,T1,65+,Midsize,None,C,6689,0.566,0,0
200484,2023Q1,1.472,T4,65+,Midsize,Minor,B,14025,1.433,1,1
200485,2024Q1,0.534,T3,65+,Pickup,None,B,7056,3.371,0,0
200486,2024Q1,0.562,T1,<25,Midsize,None,A,10388,3.935,0,0
200487,2023Q1,0.616,T5,25-39,Midsize,None,A,12285,0.497,0,0
200488,2023Q2,0.798,T2,<25,Pickup,None,A,5599,4.898,0,0
200489,2023Q2,0.762,T2,40-64,SUV,Minor,D,9327,3.303,1,0
200490,2023Q1,0.67,T3,<25,Compact,None,C,13183,1.51,0,2
200491,2023Q4,1.204,T5,65+,SUV,None,D,5150,3.383,0,0
200492,2024Q1,1.227,T2,65+,Midsize,None,D,8792,4.129,0,0
200493,2023Q3,0.892,T5,40-64,Compact,None,D,12067,1.028,0,1
200494,2023Q4,1.04,T3,25-39,Compact,None,D,7833,3.146,0,0
200495,2024Q1,1.079,T2,65+,Pickup,None,B,9484,0.785,0,0
200496,2023Q3,1.322,T4,25-39,Midsize,None,D,13334,3.524,0,1
200497,2023Q2,0.92,T1,65+,Compact,None,D,6776,4.284,0,0
200498,2023Q2,1.404,T5,40-64,Compact,None,D,11622,1.171,0,0
200499,2024Q1,1.315,T4,<25,Midsize,None,A,12714,3.246,0,0
200500,2024Q1,1.044,T1,<25,Compact,None,B,10343,2.157,0,0
200501,2023Q3,0.789,T4,<25,Pickup,None,C,13268,1.03,0,2
200502,2023Q2,1.23,T2,65+,Compact,Minor,C,7938,0.571,1,2
200503,2023Q4,1.2,T1,65+,Pickup,None,D,10228,3.038,0,0
200504,2023Q2,0.647,T3,65+,SUV,None,B,11743,2.81,0,0
200505,2023Q3,1.405,T3,<25,Midsize,None,C,13057,0.347,0,1
200506,2023Q2,0.69,T3,25-39,Pickup,None,C,8232,1.18,0,0
200507,2023Q4,0.565,T1,<25,Pickup,None,C,12108,4.403,0,0
200508,2023Q2,0.503,T3,40-64,SUV,None,A,14829,2.428,0,0
200509,2023Q4,1.267,T5,<25,SUV,None,D,4456,2.066,0,0
200510,2023Q1,0.503,T5,40-64,Compact,Minor,A,14079,2.575,1,0
200511,2023Q4,0.748,T4,<25,Midsize,None,D,13464,3.135,0,0
200512,2023Q4,1.472,T4,40-64,Compact,None,B,13919,0.67,0,0
200513,2024Q1,0.603,T3,65+,Midsize,Minor,B,13346,3.822,1,1
200514,2023Q2,1.088,T2,40-64,SUV,Minor,B,6910,3.643,1,0
200515,2023Q2,0.557,T5,40-64,Midsize,None,D,8367,2.296,0,0
200516,2024Q1,0.962,T5,<25,Compact,None,B,13829,1.072,0,0
200517,2023Q2,1.122,T4,40-64,SUV,Major,A,8518,1.962,3,0
200518,2023Q1,1.031,T5,65+,Compact,None,B,11382,2.98,0,0
200519,2023Q3,1.17,T1,25-39,Compact,None,C,9117,1.086,0,0
200520,2023Q2,0.652,T3,25-39,Compact,None,B,11327,3.267,0,1
200521,2023Q4,1.204,T1,65+,Pickup,None,C,12668,2.044,0,0
200522,2023Q1,0.531,T2,25-39,Compact,None,A,12727,4.349,0,0
200523,2023Q4,0.796,T1,40-64,Compact,None,A,12200,3.522,0,0
200524,2023Q4,1.427,T2,25-39,SUV,None,A,12943,2.63,0,0
200525,2023Q1,0.684,T1,65+,SUV,None,D,9427,1.901,0,0
200526,2023Q1,0.655,T1,<25,Midsize,None,C,10277,4.4,0,0
200527,2023Q2,0.911,T5,40-64,Midsize,Minor,D,8992,0.387,1,0
200528,2023Q3,0.934,T5,40-64,Midsize,Minor,A,11703,3.406,1,0
200529,2023Q4,0.783,T4,40-64,Pickup,None,D,10049,4.93,0,0
200530,2023Q4,0.689,T4,65+,Pickup,None,C,10348,0.674,0,0
200531,2023Q1,0.734,T1,40-64,Compact,None,C,11021,0.935,0,0
200532,2023Q3,1.18,T1,40-64,Pickup,Minor,C,14709,1.155,1,0
200533,2023Q4,0.614,T4,65+,SUV,None,D,15268,2.52,0,0
200534,2023Q1,0.617,T3,65+,Midsize,None,B,11301,2.819,0,1
200535,2023Q2,0.658,T4,40-64,SUV,None,A,9321,2.369,0,0
200536,2023Q2,1.405,T3,40-64,Compact,None,C,13700,3.504,0,2
200537,2024Q1,1.352,T2,65+,SUV,None,D,7674,3.115,0,0
200538,2024Q1,1.449,T4,65+,Midsize,None,B,16844,0.345,0,0
200539,2023Q2,1.438,T2,40-64,Midsize,Minor,A,12469,4.53,1,0
200540,2023Q1,0.562,T5,40-64,Pickup,None,C,8404,4.111,0,0
200541,2023Q1,1.315,T1,65+,SUV,None,B,14566,1.515,0,1
200542,2024Q1,0.846,T5,25-39,Pickup,Minor,C,9767,2.342,1,0
200543,2023Q3,1.312,T4,<25,Midsize,Minor,D,13586,3.656,1,0
200544,2023Q2,1.447,T3,25-39,SUV,None,D,11108,3.818,0,0
200545,2023Q3,1.208,T4,<25,Pickup,None,C,17198,4.086,0,0
200546,2024Q1,1.345,T1,40-64,Pickup,None,B,11616,4.179,0,0
200547,2023Q3,1.058,T5,<25,Midsize,None,B,7436,1.863,0,0
200548,2023Q1,1.024,T3,25-39,SUV,Minor,D,9359,4.562,1,2
200549,2023Q4,1.448,T3,40-64,SUV,None,A,15281,4.822,0,0
200550,2023Q4,0.926,T4,<25,SUV,Major,B,10574,4.076,3,0
200551,2023Q3,0.596,T3,40-64,Compact,None,A,13811,0.828,0,0
200552,2023Q4,0.716,T1,65+,Midsize,Minor,C,7165,1.361,1,0
200553,2023Q3,1.176,T4,65+,Pickup,None,B,15810,2.925,0,0
200554,2023Q2,0.906,T2,<25,SUV,None,A,10311,4.741,0,1
200555,2024Q1,1.273,T4,<25,Midsize,Major,A,9056,1.668,3,0
200556,2023Q3,1.034,T1,65+,SUV,None,B,8687,3.765,0,0
200557,2023Q1,0.635,T3,40-64,SUV,None,C,13509,1.435,0,0
200558,2024Q1,1.162,T3,<25,Compact,None,A,10326,0.958,0,1
200559,2023Q1,1.45,T5,40-64,Pickup,Minor,A,10089,1.406,1,0
200560,2023Q4,1.012,T5,<25,Pickup,None,C,13197,0.702,0,0
200561,2023Q2,1.38,T4,40-64,SUV,Minor,C,12362,0.679,1,1
200562,2023Q4,1.471,T3,<25,Pickup,None,C,8716,1.817,0,0
200563,2023Q2,0.785,T1,<25,Pickup,Minor,D,11436,2.085,1,0
200564,2023Q3,1.026,T3,40-64,Compact,None,B,11159,4.548,0,0
200565,2024Q1,0.519,T4,40-64,Compact,None,D,16051,1.489,0,0
200566,2023Q1,1.021,T2,25-39,Pickup,None,A,10371,2.419,0,0
200567,2023Q3,0.713,T2,25-39,Compact,None,D,13334,2.684,0,0
200568,2023Q1,0.913,T3,40-64,Pickup,Minor,C,11118,4.622,1,0
200569,2023Q2,0.564,T3,25-39,Pickup,None,A,14890,1.051,0,1
200570,2023Q1,1.283,T2,40-64,SUV,None,D,15700,2.775,0,0
200571,2023Q4,1.074,T2,40-64,Pickup,None,C,8572,1.436,0,0
200572,2023Q1,1.143,T2,25-39,Compact,Major,C,8855,4.308,3,0
200573,2023Q2,0.892,T5,<25,Pickup,None,B,9576,4.093,0,0
200574,2023Q1,0.598,T4,<25,Pickup,None,C,10004,2.733,0,0
200575,2024Q1,0.867,T1,40-64,SUV,None,D,14986,1.034,0,2
200576,2023Q2,1.106,T4,25-39,Compact,None,B,10719,2.98,0,0
200577,2024Q1,1.058,T4,25-39,Compact,None,B,6050,3.722,0,1
200578,2023Q3,1.253,T3,<25,Pickup,None,B,11147,4.02,0,0
200579,2024Q1,0.85,T3,<25,Compact,Minor,B,15428,4.365,1,0
200580,2023Q3,1.445,T1,<25,Pickup,None,A,13348,1.903,0,0
200581,2023Q2,1.178,T5,40-64,Compact,Major,A,13091,1.196,3,0
200582,2023Q1,1.04,T4,<25,Midsize,None,C,7018,0.527,0,0
200583,2023Q2,0.563,T1,65+,Compact,None,D,6595,0.665,0,1
200584,2023Q4,1.07,T1,25-39,Midsize,None,B,11324,1.863,0,0
200585,2023Q2,1.318,T1,40-64,Midsize,None,A,10034,4.129,0,0
200586,2023Q2,0.841,T2,40-64,SUV,Minor,B,11896,4.01,1,1
200587,2023Q4,1.313,T4,40-64,Compact,None,C,9320,4.857,0,1
200588,2023Q4,1.369,T3,<25,Midsize,None,C,14558,3.572,0,0
200589,2023Q2,1.262,T5,<25,Pickup,None,B,12969,4.603,0,0
200590,2023Q4,0.898,T2,25-39,Midsize,None,D,8131,3.916,0,0
200591,2023Q2,0.582,T5,40-64,Pickup,None,C,8733,2.861,0,0
200592,2023Q2,1.068,T3,25-39,SUV,None,D,11754,1.917,0,0
200593,2023Q4,0.908,T1,65+,SUV,None,A,15765,1.149,0,0
200594,2023Q3,0.869,T4,<25,SUV,None,C,13481,1.035,0,2
200595,2023Q4,0.641,T5,65+,Midsize,None,B,11847,4.321,0,0
200596,2023Q1,1.166,T5,<25,Midsize,Minor,C,11948,3.946,1,0
200597,2023Q3,0.943,T1,65+,Midsize,Major,C,8904,0.902,3,0
200598,2023Q1,0.862,T5,65+,SUV,Major,D,12623,1.055,3,0
200599,2023Q4,1.442,T2,<25,Midsize,None,A,11254,3.794,0,1
200600,2023Q4,0.89,T2,40-64,Pickup,None,B,10384,3.298,0,0
200601,2023Q2,0.673,T5,40-64,Midsize,None,B,17308,1.048,0,0
200602,2023Q1,0.562,T4,<25,Pickup,None,B,11514,4.713,0,0
200603,2023Q4,1.487,T3,65+,Compact,None,B,17007,0.479,0,0
200604,2023Q4,0.876,T5,<25,Pickup,None,B,10974,1.878,0,0
200605,2023Q4,1.341,T5,<25,SUV,None,D,13484,3.297,0,1
200606,2023Q1,0.575,T5,65+,Pickup,None,D,9118,4.787,0,1
200607,2023Q4,0.998,T4,40-64,SUV,None,B,10145,2.672,0,0
200608,2024Q1,0.899,T4,<25,Midsize,None,C,7325,2.996,0,0
200609,2024Q1,0.765,T5,40-64,Midsize,None,B,13028,4.627,0,0
200610,2023Q4,1.244,T4,<25,Compact,Minor,C,15933,2.22,1,0
200611,2023Q3,1.15,T1,40-64,Pickup,None,B,10420,4.837,0,0
200612,2023Q1,0.57,T1,65+,Pickup,None,A,9612,2.607,0,0
200613,2023Q2,0.785,T5,65+,Midsize,None,D,12932,2.285,0,0
200614,2023Q3,0.767,T4,40-64,Pickup,None,C,15212,4.713,0,0
200615,2024Q1,1.413,T1,40-64,SUV,Minor,C,11116,3.763,1,1
200616,2023Q1,0.729,T2,25-39,Midsize,None,C,9630,4.765,0,1
200617,2023Q2,1.013,T5,65+,Compact,None,D,11328,3.961,0,0
200618,2024Q1,1.46,T5,40-64,Pickup,Minor,A,11793,0.762,1,1
200619,2023Q4,1.492,T1,<25,Pickup,None,A,12005,3.759,0,1
200620,2023Q4,1.005,T5,<25,Midsize,Major,B,15589,1.798,3,0
200621,2023Q2,0.873,T1,<25,Midsize,None,C,9345,3.91,0,0
200622,2023Q1,0.947,T4,40-64,Pickup,None,B,14371,0.585,0,0
200623,2023Q2,0.72,T4,65+,Compact,None,C,6685,1.7,0,0
200624,2023Q2,1.495,T5,40-64,Midsize,None,B,13517,0.372,0,0
200625,2023Q3,0.817,T1,25-39,Compact,None,D,13620,0.507,0,1
200626,2023Q4,0.662,T3,65+,SUV,Minor,D,12640,1.551,1,0
200627,2023Q4,0.619,T5,40-64,Pickup,None,C,9266,3.861,0,1
200628,2024Q1,1.372,T5,25-39,Compact,None,B,12941,4.417,0,0
200629,2023Q3,0.752,T3,40-64,Midsize,None,B,13696,1.233,0,0
200630,2023Q4,0.821,T3,40-64,Midsize,None,D,15246,1.691,0,0
200631,2023Q3,0.805,T5,40-64,Compact,Minor,A,9091,3.43,1,0
200632,2023Q1,1.25,T4,25-39,SUV,Minor,A,12631,0.537,1,0
200633,2023Q3,1.375,T3,40-64,Pickup,None,B,6846,1.688,0,0
200634,2023Q4,0.76,T2,<25,SUV,None,B,5318,1.433,0,0
200635,2023Q2,0.643,T4,25-39,Pickup,None,B,11388,1.301,0,0
200636,2023Q1,1.216,T1,40-64,SUV,None,C,14886,4.967,0,1
200637,2023Q1,0.969,T1,40-64,Compact,None,B,10497,3.105,0,0
200638,2023Q4,0.591,T2,40-64,Midsize,None,D,11131,3.241,0,0
200639,2023Q3,0.918,T3,65+,Pickup,None,C,9552,3.927,0,0
200640,2023Q2,0.566,T3,65+,SUV,None,B,10345,2.636,0,0
200641,2023Q4,1.482,T3,25-39,Midsize,None,A,12281,0.334,0,0
200642,2023Q1,1.409,T2,25-39,Compact,None,C,13718,2.397,0,0
200643,2023Q1,1.452,T4,40-64,Pickup,None,D,11770,0.556,0,1
200644,2023Q1,1.355,T1,40-64,Pickup,None,B,10989,2.375,0,1
200645,2023Q1,0.517,T5,<25,SUV,None,B,11399,1.069,0,0
200646,2023Q1,0.625,T3,65+,SUV,None,D,13270,4.432,0,1
200647,2023Q3,1.173,T5,65+,SUV,None,D,13154,2.779,0,0
200648,2023Q2,0.642,T3,25-39,Compact,Major,C,9567,3.945,3,0
200649,2023Q3,0.955,T2,40-64,SUV,None,A,10447,3.544,0,0
200650,2023Q2,0.703,T5,<25,SUV,None,B,14799,3.21,0,0
200651,2023Q3,0.651,T3,65+,SUV,None,C,8396,4.682,0,0
200652,2023Q4,0.606,T3,25-39,Pickup,None,B,4551,0.791,0,2
200653,2023Q1,1.34,T4,40-64,Midsize,None,D,14080,4.497,0,0
200654,2023Q4,1.338,T1,25-39,SUV,None,A,11012,4.723,0,0
200655,2023Q2,0.989,T1,40-64,Midsize,Major,D,13454,0.325,3,0
200656,2023Q2,1.114,T2,40-64,SUV,Minor,D,20493,3.012,1,0
200657,2024Q1,0.731,T5,40-64,SUV,None,A,7921,0.797,0,1
200658,2023Q1,1.417,T2,65+,SUV,None,D,8996,2.341,0,0
200659,2023Q1,1.073,T4,25-39,Pickup,Minor,A,15562,4.219,1,0
200660,2023Q2,1.138,T5,65+,Compact,Major,D,18339,1.16,3,0
200661,2024Q1,0.948,T5,65+,SUV,None,B,14391,1.887,0,1
200662,2023Q1,1.174,T1,40-64,Compact,None,D,9781,4.379,0,0
200663,2023Q1,1.147,T5,40-64,SUV,None,B,10511,0.67,0,0
200664,2023Q4,1.474,T5,65+,Midsize,None,A,13059,0.93,0,0
200665,2023Q3,1.1,T4,65+,Midsize,Minor,C,12002,1.555,1,0
200666,2024Q1,0.666,T4,65+,Compact,None,A,10144,2.865,0,0
200667,2023Q2,1.216,T5,25-39,Midsize,Minor,B,17077,1.172,1,0
200668,2023Q3,0.797,T5,40-64,Midsize,None,A,14073,4.004,0,1
200669,2023Q4,0.725,T2,40-64,Pickup,Minor,C,4935,2.962,1,0
200670,2023Q2,0.962,T3,40-64,Compact,None,A,15018,1.74,0,0
200671,2023Q2,1.039,T3,25-39,SUV,Major,D,8225,3.794,3,0
200672,2023Q4,0.54,T1,25-39,Compact,None,C,14250,0.702,0,0
200673,2023Q1,1.086,T1,40-64,Pickup,None,C,7889,2.906,0,1
200674,2023Q1,1.173,T2,65+,Compact,None,B,12173,2.166,0,0
200675,2023Q3,1.41,T5,<25,Compact,None,C,9865,1.964,0,1
200676,2024Q1,1.043,T5,40-64,Pickup,None,C,12053,1.7,0,0
200677,2023Q1,0.6,T3,25-39,Compact,None,A,10295,2.257,0,0
200678,2024Q1,1.077,T1,65+,SUV,None,A,15517,2.362,0,0
200679,2023Q2,1.359,T4,40-64,SUV,None,C,11025,3.891,0,0
200680,2023Q4,1.172,T2,40-64,Midsize,None,B,13504,3.002,0,0
200681,2023Q3,1.347,T1,40-64,Midsize,None,A,12614,0.733,0,1
200682,2023Q1,0.636,T4,25-39,Compact,Major,D,11656,4.976,3,0
200683,2023Q3,1.005,T4,40-64,Midsize,None,C,14983,4.391,0,0
200684,2024Q1,1.048,T2,65+,Pickup,None,C,12981,4.118,0,0
200685,2023Q4,1.337,T3,65+,SUV,None,D,8509,2.195,0,1
200686,2024Q1,0.825,T5,40-64,SUV,None,A,6089,2.932,0,0
200687,2023Q3,1.218,T2,65+,Pickup,Minor,B,13431,2.93,1,1
200688,2023Q2,1.095,T4,<25,Compact,None,C,8522,1.642,0,1
200689,2023Q2,0.808,T2,25-39,SUV,None,A,15140,3.457,0,0
200690,2024Q1,1.084,T4,<25,SUV,None,C,6705,3.832,0,0
200691,2023Q4,1.329,T1,65+,Compact,Minor,B,8947,2.78,1,0
200692,2024Q1,0.984,T2,65+,SUV,None,C,10485,3.521,0,0
200693,2023Q1,0.513,T4,40-64,Pickup,None,A,11418,4.178,0,0
200694,2023Q4,0.725,T1,25-39,SUV,None,C,12568,1.354,0,1
200695,2023Q4,0.911,T2,<25,SUV,None,D,11787,3.104,0,0
200696,2024Q1,1.182,T4,65+,SUV,None,D,10615,2.188,0,1
200697,2023Q4,1.422,T4,40-64,Midsize,None,C,10291,0.826,0,1
200698,2023Q2,0.861,T2,40-64,Pickup,None,D,11576,3.557,0,1
200699,2023Q3,0.749,T3,40-64,SUV,Minor,C,14209,1.931,1,0
200700,2023Q2,0.601,T4,65+,SUV,Major,D,13030,2.426,3,0
200701,2023Q4,1.234,T3,25-39,Compact,Major,D,10656,4.564,3,0
